Term,drug_candidate,Adjusted P-value,P-value,Combined Score,Overlap,Genes,query_name,query_description
2-Fluoroadenosine BOSS,2,0.0223728748701865,0.0072868662544485,39.70459220465128,3/79,CD8A;EPAS1;HBB,Fallback_DSigDB,Combined signature vs DSigDB
ANTIMONY CTD 00005424,ANTIMONY CTD 00005424,0.0223728748701865,0.0072868662544485,39.70459220465128,3/79,TNFAIP3;HMOX1;LIPA,Fallback_DSigDB,Combined signature vs DSigDB
temozolomide BOSS,temozolomide BOSS,0.0223728748701865,0.0072868662544485,39.70459220465128,3/79,CD8A;TAOK1;MMP9,Fallback_DSigDB,Combined signature vs DSigDB
NVP-TNKS656 (tankyrase inhibitor) 71227201 human GSE55624 sample 3247,NVP,0.0129620767565709,0.0035258211414062,39.60754602352829,4/307,SOCS2;EGR1;PPIF;TM4SF1,Drug_Pert_GEO_reverse,GEO drugs that reverse TB downregulation
estradiol 5757 mouse GSE2195 sample 3624,estradiol 5757 mouse GSE2195 sample 3624,0.0129620767565709,0.0035258211414062,39.60754602352829,4/307,C3;COL1A2;SPP1;COL6A3,Drug_Pert_GEO_reverse,GEO drugs that reverse TB downregulation
HYPOCHLOROUS ACID 24341 mouse GSE15457 sample 3382,HYPOCHLOROUS ACID 24341 mouse GSE15457 sample 3382,0.0129620767565709,0.0035258211414062,39.60754602352829,4/307,IL1RN;PTGS2;LIPA;MMP9,Drug_Pert_GEO_reverse,GEO drugs that reverse TB downregulation
ouabain PC3 UP,ouabain PC3 UP,0.0018044171941276,0.00023946471174404323,39.49122771812923,9/416,EGR1;HIST1H1D;ARID5B;TNFAIP3;INHBA;NEAT1;PTGS2;GEM;BIRC3,Fallback_DSigDB,Combined signature vs DSigDB
aspirin CTD 00005447,aspirin CTD 00005447,0.0010064445193986,0.0001138128849039627,39.486848480744975,11/561,IL1RN;COL3A1;SPARC;TNFAIP6;CD8A;GNLY;OSM;HMOX1;TIMP1;PTGS2;MMP9,Fallback_DSigDB,Combined signature vs DSigDB
perhexiline MCF7 UP,perhexiline MCF7 UP,0.0126146083541588,0.0033904273994707,39.38745684021152,4/123,EGR1;HMOX1;TNFAIP3;GEM,Fallback_DSigDB,Combined signature vs DSigDB
deferoxamine CTD 00005759,deferoxamine CTD 00005759,0.0126146083541588,0.0033904273994707,39.38745684021152,4/123,EPAS1;HMOX1;PTGS2;HSPD1,Fallback_DSigDB,Combined signature vs DSigDB
methylphenidate DB00422 human GSE52889 sample 3307,methylphenidate DB00422 human GSE52889 sample 3307,0.0220414609928701,0.0018155538679098,39.323948795106126,5/297,SPARC;ARRDC3;HMOX1;XAF1;TMEM154,Drug_Pert_GEO,GEO drugs that reverse TB upregulation
Promyelocytic leukemia DB00755 human GSE5007 sample 2461,Promyelocytic leukemia DB00755 human GSE5007 sample 2461,0.0132020196033295,0.0036084363698982,39.18247033915153,4/309,RGS2;PLEK;CCL4;TIMP1,Drug_Pert_GEO_reverse,GEO drugs that reverse TB downregulation
astemizole MCF7 UP,astemizole MCF7 UP,0.0079090640312556,0.0017746152030384,39.1559759789783,5/173,EGR1;RGS2;TNFAIP3;GEM;BIRC3,Fallback_DSigDB,Combined signature vs DSigDB
FENRETINIDE CTD 00007166,FENRETINIDE CTD 00007166,0.0050459164753059,0.0010044674852711,39.057818571788616,6/228,CCL20;PPIF;HMOX1;NEAT1;PTGS2;MMP9,Fallback_DSigDB,Combined signature vs DSigDB
estradiol DB00783 human GSE26834 sample 2733,estradiol DB00783 human GSE26834 sample 2733,0.013291047752783,0.0036502351909745,38.97246958328336,4/310,VCAN;PPIF;FILIP1L;NEAT1,Drug_Pert_GEO_reverse,GEO drugs that reverse TB downregulation
acrylamide 6579 rat GSE29004 sample 3109,acrylamide 6579 rat GSE29004 sample 3109,0.0298910258143449,0.0035420001687518,38.93516637545794,4/212,SPARC;CCDC80;LPL;HSPA1B,Drug_Pert_GEO,GEO drugs that reverse TB upregulation
Caspan CTD 00000180,Caspan CTD 00000180,0.0005597490547094026,4.845130011226153e-05,38.91747021999437,14/808,EGR1;SPARC;FN1;TNFAIP3;FBLN1;SERPINB9;FRMD4B;INHBA;NEAT1;COL1A2;BAG3;APOC1;SPP1;HSPA1B,Fallback_DSigDB,Combined signature vs DSigDB
geldanamycin HL60 UP,geldanamycin HL60 UP,0.0229636720944281,0.0075436735898985,38.91119811203056,3/80,RGS2;BAG3;HSPA1B,Fallback_DSigDB,Combined signature vs DSigDB
wortmannin MCF7 UP,wortmannin MCF7 UP,0.0229636720944281,0.0075436735898985,38.91119811203056,3/80,EGR1;NEAT1;TM4SF1,Fallback_DSigDB,Combined signature vs DSigDB
trioxsalen BOSS,trioxsalen BOSS,0.0466219487501875,0.0195637897091908,38.888398778373954,2/43,TAOK1;HMOX1,Fallback_DSigDB,Combined signature vs DSigDB
benzethonium chloride MCF7 UP,benzethonium chloride MCF7 UP,0.0466219487501875,0.0195637897091908,38.888398778373954,2/43,EGR1;NEAT1,Fallback_DSigDB,Combined signature vs DSigDB
5182598 MCF7 UP,5182598 MCF7 UP,0.0466219487501875,0.0195637897091908,38.888398778373954,2/43,HMOX1;HSPA1B,Fallback_DSigDB,Combined signature vs DSigDB
efavirenz BOSS,efavirenz BOSS,0.0466219487501875,0.0195637897091908,38.888398778373954,2/43,CD8A;HBB,Fallback_DSigDB,Combined signature vs DSigDB
"9,12-Octadecadienoic acid CTD 00007296","9,12",0.0466219487501875,0.0195637897091908,38.888398778373954,2/43,PTGS2;MMP9,Fallback_DSigDB,Combined signature vs DSigDB
levamisole BOSS,levamisole BOSS,0.0466219487501875,0.0195637897091908,38.888398778373954,2/43,TAOK1;MMP9,Fallback_DSigDB,Combined signature vs DSigDB
irinotecan DB00762 rat GSE11722 sample 2767,irinotecan DB00762 rat GSE11722 sample 2767,0.0133804207797381,0.0036923631586662,38.764135588053634,4/311,EGR1;RGS2;PTGS2;GEM,Drug_Pert_GEO_reverse,GEO drugs that reverse TB downregulation
valproic acid HL60 UP,valproic acid HL60 UP,0.0034893057920641,0.0006228573890506983,38.64980197290428,7/289,RGS2;TNFAIP6;EPAS1;BAG3;FUCA1;PTGS2;HSPA1B,Fallback_DSigDB,Combined signature vs DSigDB
BPDE 41322 human GSE19510 sample 3379,BPDE 41322 human GSE19510 sample 3379,0.0221987531024067,0.0018970089678655,38.64747344766749,5/300,ERRFI1;COL3A1;NNMT;FGL2;FN1,Drug_Pert_GEO,GEO drugs that reverse TB upregulation
decitabine DB01262 human GSE29077 sample 2540,decitabine DB01262 human GSE29077 sample 2540,0.0221987531024067,0.0018970089678655,38.64747344766749,5/300,NNMT;CTSL;HMOX1;HSPA1B;EREG,Drug_Pert_GEO,GEO drugs that reverse TB upregulation
cisplatin DB00515 human GSE47856 sample 3155,cisplatin DB00515 human GSE47856 sample 3155,0.0134701383039001,0.0037348215270997,38.55745020298353,4/312,STEAP4;CCL20;COL6A3;FILIP1L,Drug_Pert_GEO_reverse,GEO drugs that reverse TB downregulation
paclitaxel CTD 00007144,paclitaxel CTD 00007144,0.0014334238514579,0.0001801827177767175,38.5103347491981,10/493,SPARC;COL1A2;IL1R1;CTSL;TNFAIP3;COL6A3;CXCR4;PTGS2;MMP9;BIRC3,Fallback_DSigDB,Combined signature vs DSigDB
rosiglitazone 77999 mouse GSE1458 sample 2588,rosiglitazone 77999 mouse GSE1458 sample 2588,0.0221987531024067,0.0019247473788213,38.42574137790043,5/301,SPARC;CTSL;FN1;LPL;DCN,Drug_Pert_GEO,GEO drugs that reverse TB upregulation
IFN-alphacon1 DB05258 human GSE5542 sample 2474,IFN,0.0134965370304806,0.0037776115472961,38.35239553220774,4/313,RGS2;SPP1;LIPA;TM4SF1,Drug_Pert_GEO_reverse,GEO drugs that reverse TB downregulation
formaldehyde 712 rat GSE7002 sample 3543,formaldehyde 712 rat GSE7002 sample 3543,0.0134965370304806,0.0037776115472961,38.35239553220774,4/313,VCAN;SPP1;COL6A3;FBP1,Drug_Pert_GEO_reverse,GEO drugs that reverse TB downregulation
oxiglutatione BOSS,oxiglutatione BOSS,0.0130588581174542,0.0035919377730342,38.33927204757649,4/125,TAOK1;HMOX1;HBB;IGHA1,Fallback_DSigDB,Combined signature vs DSigDB
ethanol CTD 00005337,ethanol CTD 00005337,0.0053595736824819,0.0010744192101797,38.15540674448032,6/231,SPARC;COL1A2;FN1;SPP1;HMOX1;PTGS2,Fallback_DSigDB,Combined signature vs DSigDB
Atarax DB00557 human GSE31773 sample 2485,Atarax DB00557 human GSE31773 sample 2485,0.0135868174311941,0.0038207344681676,38.1489539282392,4/314,SOCS2;TIMP1;FOLR3;MMP9,Drug_Pert_GEO_reverse,GEO drugs that reverse TB downregulation
biotin BOSS,biotin BOSS,0.0237278068234254,0.007805783179295,38.141948154855065,3/81,FN1;HBB;HSPD1,Fallback_DSigDB,Combined signature vs DSigDB
ALDOSTERONE BOSS,ALDOSTERONE BOSS,0.008355878267685,0.0019132618463391,38.00638353981998,5/176,TAOK1;FN1;HMOX1;HBB;MMP9,Fallback_DSigDB,Combined signature vs DSigDB
etanercept DB00005 human GSE47751 sample 2594,etanercept DB00005 human GSE47751 sample 2594,0.0136774407401313,0.0038641915363051,37.9471079881212,4/315,C3;COL1A2;HBB;MMP9,Drug_Pert_GEO_reverse,GEO drugs that reverse TB downregulation
Hydrogen Peroxide 784 mouse GSE3078 sample 3599,Hydrogen Peroxide 784 mouse GSE3078 sample 3599,0.0165834340940281,0.0011502960065221,37.9122523974432,6/401,ERRFI1;COL3A1;CCDC80;TAOK1;FN1;CXCR4,Drug_Pert_GEO,GEO drugs that reverse TB upregulation
Vorinostat CTD 00003560,Vorinostat CTD 00003560,0.0020240967194413,0.00028034098261156245,37.88897627865995,9/425,RGS2;EPAS1;CCL20;CXCR4;PTGS2;MMP9;FBP1;BIRC3;HSPD1,Fallback_DSigDB,Combined signature vs DSigDB
azacyclonol MCF7 UP,azacyclonol MCF7 UP,0.01334607741928,0.0036956812302154,37.83076381818936,4/126,EGR1;HMOX1;TNFAIP3;GEM,Fallback_DSigDB,Combined signature vs DSigDB
"8-Bromo-cAMP, Na CTD 00007044",8,0.0008999384090664142,9.96660761442711e-05,37.81013712740835,12/652,EGR1;CCDC80;SFTPA2;FN1;SPP1;ARID5B;TNFAIP3;COL6A3;FBLN1;INHBA;PTGS2;MEDAG,Fallback_DSigDB,Combined signature vs DSigDB
Bisphenol A 6623 mouse GSE4650 sample 3574,Bisphenol A 6623 mouse GSE4650 sample 3574,0.0248484195032005,0.0081611940558048,37.69371393434808,3/202,EGR1;PTGS2;NEAT1,Drug_Pert_GEO_reverse,GEO drugs that reverse TB downregulation
dimethyl sulfoxide BOSS,dimethyl sulfoxide BOSS,0.0085477632864606,0.0019611924175944,37.63413377506721,5/177,FN1;HMOX1;HBB;MMP9;EREG,Fallback_DSigDB,Combined signature vs DSigDB
isoflupredone PC3 UP,isoflupredone PC3 UP,0.0482018693094187,0.0204294838615153,37.54277574025534,2/44,AKAP12;NNMT,Fallback_DSigDB,Combined signature vs DSigDB
Deferoxamine hydrochloride BOSS,Deferoxamine hydrochloride BOSS,0.0482018693094187,0.0204294838615153,37.54277574025534,2/44,HBB;HMOX1,Fallback_DSigDB,Combined signature vs DSigDB
mepacrine HL60 UP,mepacrine HL60 UP,0.0482018693094187,0.0204294838615153,37.54277574025534,2/44,RGS2;ARID5B,Fallback_DSigDB,Combined signature vs DSigDB
nicotinamide adenine dinucleotide BOSS,nicotinamide adenine dinucleotide BOSS,0.0240622427716991,0.0080732197710654,37.39583215487946,3/82,TAOK1;HMOX1;EREG,Fallback_DSigDB,Combined signature vs DSigDB
0297417-0002B PC3 UP,0297417,0.0136724120937461,0.0038014416802705,37.33226906896701,4/127,TNFAIP3;PTGS2;GEM;BIRC3,Fallback_DSigDB,Combined signature vs DSigDB
Aflodac CTD 00006817,Aflodac CTD 00006817,0.0056479108344021,0.0011480566415723,37.282540956375726,6/234,ARRDC3;HMOX1;TIMP1;PTGS2;DCN;BIRC3,Fallback_DSigDB,Combined signature vs DSigDB
1-NITROPYRENE CTD 00001569,1,0.0056479108344021,0.0011480566415723,37.282540956375726,6/234,EGR1;VCAN;CCL20;SPP1;EREG;BIRC3,Fallback_DSigDB,Combined signature vs DSigDB
sulforaphane 5350 human GSE28813 sample 3445,sulforaphane 5350 human GSE28813 sample 3445,0.014397459526017,0.0040865325330087,36.961220776162776,4/320,RGS2;PPIF;TIMP1;TM4SF1,Drug_Pert_GEO_reverse,GEO drugs that reverse TB downregulation
alpha-GalNAc BOSS,alpha,0.0139429474720127,0.0039092376089755,36.84351803987771,4/128,CD8A;FN1;IGHA1;MMP9,Fallback_DSigDB,Combined signature vs DSigDB
OCHRATOXIN A CTD 00001202,OCHRATOXIN A CTD 00001202,0.0039037362002025,0.0007314944935893649,36.74998784394996,7/297,RGS2;EPAS1;ARRDC3;LPL;HMOX1;XAF1;BIRC3,Fallback_DSigDB,Combined signature vs DSigDB
Cigarette Smoke 57288536 human GSE8823 sample 2478,Cigarette Smoke 57288536 human GSE8823 sample 2478,0.024475126230092,0.0021574894509185,36.71656080998361,5/309,HLA-DRB5;IFITM2;FN1;INHBA;CCL18,Drug_Pert_GEO,GEO drugs that reverse TB upregulation
phenol BOSS,phenol BOSS,0.0248367034028725,0.0083460073428334,36.671893831371335,3/83,HBB;MMP9;EREG,Fallback_DSigDB,Combined signature vs DSigDB
estradiol 5757 mouse GSE2195 sample 3620,estradiol 5757 mouse GSE2195 sample 3620,0.03328995510095,0.0040409772087858,36.60261809978452,4/220,COL3A1;SPARC;CTSL;DCN,Drug_Pert_GEO,GEO drugs that reverse TB upregulation
IRON CTD 00006166,IRON CTD 00006166,0.0090864365234049,0.0021102611925851,36.54875535260874,5/180,RGS2;EPAS1;ARRDC3;HMOX1;TMEM154,Fallback_DSigDB,Combined signature vs DSigDB
trichostatin A BOSS,trichostatin A BOSS,0.0142634279256327,0.004019087401475,36.36425024662468,4/129,TAOK1;FN1;MMP9;EREG,Fallback_DSigDB,Combined signature vs DSigDB
ETHACRYNIC ACID CTD 00005929,ETHACRYNIC ACID CTD 00005929,0.0495711470510781,0.0213109604144821,36.26973658038426,2/45,FN1;HMOX1,Fallback_DSigDB,Combined signature vs DSigDB
2-CHLOROETHYL ETHYL SULFIDE CTD 00001489,2,0.0495711470510781,0.0213109604144821,36.26973658038426,2/45,IL1RN;PTGS2,Fallback_DSigDB,Combined signature vs DSigDB
Bromoacetate CTD 00000832,Bromoacetate CTD 00000832,0.0495711470510781,0.0213109604144821,36.26973658038426,2/45,EGR1;HMOX1,Fallback_DSigDB,Combined signature vs DSigDB
LITHIUM CHLORIDE BOSS,LITHIUM CHLORIDE BOSS,0.0495711470510781,0.0213109604144821,36.26973658038426,2/45,SPARC;HMOX1,Fallback_DSigDB,Combined signature vs DSigDB
strophanthidin MCF7 UP,strophanthidin MCF7 UP,0.0495711470510781,0.0213109604144821,36.26973658038426,2/45,EGR1;NEAT1,Fallback_DSigDB,Combined signature vs DSigDB
"2,2',3,4,4',5,5'-HEPTACHLOROBIPHENYL CTD 00003812","2,2',3,4,4',5,5'",0.0495711470510781,0.0213109604144821,36.26973658038426,2/45,IL1RN;MMP9,Fallback_DSigDB,Combined signature vs DSigDB
thiostrepton PC3 UP,thiostrepton PC3 UP,0.0495711470510781,0.0213109604144821,36.26973658038426,2/45,HMOX1;HSPA1B,Fallback_DSigDB,Combined signature vs DSigDB
semustine PC3 UP,semustine PC3 UP,0.0495711470510781,0.0213109604144821,36.26973658038426,2/45,HMOX1;HSPA1B,Fallback_DSigDB,Combined signature vs DSigDB
Toluidine Blue O BOSS,Toluidine Blue O BOSS,0.0495711470510781,0.0213109604144821,36.26973658038426,2/45,FN1;MMP9,Fallback_DSigDB,Combined signature vs DSigDB
R1881 13766 human GSE22606 sample 3049,R1881 13766 human GSE22606 sample 3049,0.0148396604986669,0.004270546188184,36.199543935640456,4/324,SOCS2;STEAP4;CCL20;TM4SF1,Drug_Pert_GEO_reverse,GEO drugs that reverse TB downregulation
Retinoic acid 444795 human GSE54464 sample 3141,Retinoic acid 444795 human GSE54464 sample 3141,0.0148396604986669,0.004270546188184,36.199543935640456,4/324,CCL20;HBB;FOLR3;PTGS2,Drug_Pert_GEO_reverse,GEO drugs that reverse TB downregulation
"1,9-Pyrazoloanthrone CTD 00003948","1,9",0.0092509729391028,0.0021617413220011,36.19708615856343,5/181,EGR1;BAG3;HMOX1;PTGS2;MMP9,Fallback_DSigDB,Combined signature vs DSigDB
calcitriol CTD 00005558,calcitriol CTD 00005558,0.0001568919694874891,8.50442451427511e-06,36.17233307234863,25/1958,ERRFI1;IL1RN;STEAP4;TNFAIP3;CXCR4;PTGS2;HSPD1;SOCS2;AKAP12;HCAR3;ARL5B;SPP1;HMOX1;HIVEP2;EGR1;IL1R1;CCL20;ARRDC3;NFATC2;SERPINB9;INHBA;GEM;TM4SF1;DCN;BIRC3,Fallback_DSigDB,Combined signature vs DSigDB
doxorubicin CTD 00005874,doxorubicin CTD 00005874,0.0008589922002753325,9.192019339394914e-05,36.111900084066086,13/750,EGR1;SPARC;FN1;FBLN1;INHBA;PTGS2;MMP9;GEM;HSPD1;AKAP12;DPYSL3;COL6A3;BIRC3,Fallback_DSigDB,Combined signature vs DSigDB
resveratrol DB02709 human GSE41168 sample 3495,resveratrol DB02709 human GSE41168 sample 3495,0.0245878903558878,0.0022498596893685,36.10395937455429,5/312,IGHG2;NNMT;S100A12;CCL18;TMEM154,Drug_Pert_GEO,GEO drugs that reverse TB upregulation
fenoterol HL60 UP,fenoterol HL60 UP,0.0252472255587199,0.0086241691044038,35.9692273171892,3/84,RGS2;FGL2;TIMP1,Fallback_DSigDB,Combined signature vs DSigDB
decitabine 451668 mouse GSE4768 sample 3105,decitabine 451668 mouse GSE4768 sample 3105,0.0245878903558878,0.0022812822937367,35.90304360208128,5/313,COL3A1;IFITM2;SPARC;LPL;DCN,Drug_Pert_GEO,GEO drugs that reverse TB upregulation
PROPIDIUM BOSS,PROPIDIUM BOSS,0.0094012769258316,0.0022141325096351,35.85031820132317,5/182,SPARC;TAOK1;HMOX1;MMP9;EREG,Fallback_DSigDB,Combined signature vs DSigDB
BPDE 41322 human GSE19510 sample 3377,BPDE 41322 human GSE19510 sample 3377,0.0150976414269104,0.0043646269565312,35.82737227716515,4/326,EGR1;TIMP1;NEAT1;TM4SF1,Drug_Pert_GEO_reverse,GEO drugs that reverse TB downregulation
palmitic acid 985 mouse GSE6766 sample 3553,palmitic acid 985 mouse GSE6766 sample 3553,0.0245878903558878,0.0023130243597144,35.70374023633447,5/314,COL3A1;IFITM2;SPARC;CCDC80;FN1,Drug_Pert_GEO,GEO drugs that reverse TB upregulation
doxycycline DB00254 human GSE2624 sample 3077,doxycycline DB00254 human GSE2624 sample 3077,0.0271508854893085,0.0089551540838586,35.69715858914841,3/209,CCL20;TIMP1;HSPD1,Drug_Pert_GEO_reverse,GEO drugs that reverse TB downregulation
formoterol DB00983 human GSE30242 sample 2631,formoterol DB00983 human GSE30242 sample 2631,0.0245878903558878,0.0023450878085095,35.50603168701631,5/315,GALNT4;TNFAIP3;ARID5B;HIVEP2;BIRC3,Drug_Pert_GEO,GEO drugs that reverse TB upregulation
estradiol 5757 mouse GSE2195 sample 3622,estradiol 5757 mouse GSE2195 sample 3622,0.0153580934222413,0.0044601033460122,35.46081878869018,4/328,C3;SOCS2;COL6A3;HSPD1,Drug_Pert_GEO_reverse,GEO drugs that reverse TB downregulation
Adenosine triphosphate CTD 00005324,Adenosine triphosphate CTD 00005324,0.026006189467033,0.008907727513708,35.28697392743489,3/85,SFTPA2;LPL;HSPA1B,Fallback_DSigDB,Combined signature vs DSigDB
ellagic acid BOSS,ellagic acid BOSS,0.0097589407094018,0.0023216860333112,35.17111690192664,5/184,TAOK1;HMOX1;HBB;MMP9;HSPA1B,Fallback_DSigDB,Combined signature vs DSigDB
L-proline BOSS,L,0.0097589407094018,0.0023216860333112,35.17111690192664,5/184,CD8A;TAOK1;HBB;MMP9;EREG,Fallback_DSigDB,Combined signature vs DSigDB
"2,2',4,4',5,5'-Hexachlorobiphenyl   (PCB-153) 37034 human GSE6878 sample 3349","2,2',4,4',5,5'",0.0277524826931142,0.0091900468313597,35.15623709781074,3/211,C3;APOC1;NEAT1,Drug_Pert_GEO_reverse,GEO drugs that reverse TB downregulation
methotrexate DB00563 human GSE41831 sample 2600,methotrexate DB00563 human GSE41831 sample 2600,0.0156210163185748,0.0045569850495711,35.09976767830196,4/330,EGR1;VCAN;TIMP1;MMP9,Drug_Pert_GEO_reverse,GEO drugs that reverse TB downregulation
decitabine 451668 mouse GSE4768 sample 3108,decitabine 451668 mouse GSE4768 sample 3108,0.0353562040939879,0.0044450719019898,34.9868305125672,4/226,IFITM2;SPARC;CCDC80;INHBA,Drug_Pert_GEO,GEO drugs that reverse TB upregulation
"1,2,4-BENZENETRIOL 10787 human GSE7664 sample 3535","1,2,4",0.0353562040939879,0.0044450719019898,34.9868305125672,4/226,HLA-DRB5;IGHG2;FGL2;FN1,Drug_Pert_GEO,GEO drugs that reverse TB upregulation
thiostrepton HL60 UP,thiostrepton HL60 UP,0.0152248685962274,0.0043611422661156,34.98087256402495,4/132,RNF24;BAG3;HMOX1;HSPA1B,Fallback_DSigDB,Combined signature vs DSigDB
colchicine HL60 UP,colchicine HL60 UP,0.0152248685962274,0.0043611422661156,34.98087256402495,4/132,IL1RN;EPAS1;ARID5B;TIMP1,Fallback_DSigDB,Combined signature vs DSigDB
IRON BOSS,IRON BOSS,0.0098959069887272,0.0023768673795354,34.83850455542234,5/185,CD8A;HMOX1;HBB;MMP9;EREG,Fallback_DSigDB,Combined signature vs DSigDB
Triiodothyronine-[13C6] hydrochloride (T3 thyronine) 53442265 human GSE29159 sample 3045,Triiodothyronine,0.0158864097981641,0.0046552817148365,34.74410620445299,4/332,C3;APOC1;PPIF;LGMN,Drug_Pert_GEO_reverse,GEO drugs that reverse TB downregulation
nifedipine CTD 00006395,nifedipine CTD 00006395,0.0265426261411654,0.0091967042793181,34.62431918243145,3/86,TNFAIP3;PTGS2;MMP9,Fallback_DSigDB,Combined signature vs DSigDB
chitosamine CTD 00006030,chitosamine CTD 00006030,0.0265426261411654,0.0091967042793181,34.62431918243145,3/86,HMOX1;PTGS2;MMP9,Fallback_DSigDB,Combined signature vs DSigDB
Rifampicin CTD 00006701,Rifampicin CTD 00006701,0.0153620081440457,0.0044793892906002,34.53710520599195,4/133,EGR1;EPAS1;HMOX1;SERPINB9,Fallback_DSigDB,Combined signature vs DSigDB
isoproterenol BOSS,isoproterenol BOSS,0.0153620081440457,0.0044793892906002,34.53710520599195,4/133,TAOK1;LPL;HMOX1;MMP9,Fallback_DSigDB,Combined signature vs DSigDB
methanol BOSS,methanol BOSS,0.0100903397306773,0.0024329978042193,34.510435303733495,5/186,TAOK1;HMOX1;HBB;MMP9;EREG,Fallback_DSigDB,Combined signature vs DSigDB
Calcitonin 16132288 mouse GSE60761 sample 3447,Calcitonin 16132288 mouse GSE60761 sample 3447,0.0197251976334586,0.0015107449054527,34.42686470462589,6/423,MARCO;IGHG1;COL3A1;SPARC;FGL2;HMOX1,Drug_Pert_GEO,GEO drugs that reverse TB upregulation
gatifloxacin 5379 human GSE9166 sample 2626,gatifloxacin 5379 human GSE9166 sample 2626,0.0160113152310046,0.0047550029463955,34.393724574109086,4/334,C3;CCL20;APOC1;GEM,Drug_Pert_GEO_reverse,GEO drugs that reverse TB downregulation
estradiol 5757 mouse GSE2195 sample 3621,estradiol 5757 mouse GSE2195 sample 3621,0.0160113152310046,0.0047550029463955,34.393724574109086,4/334,SOCS2;EGR1;COL6A3;HSPD1,Drug_Pert_GEO_reverse,GEO drugs that reverse TB downregulation
IFN-gamma1b DB00033 human GSE5542 sample 2476,IFN,0.0160113152310046,0.0047550029463955,34.393724574109086,4/334,C3;SPP1;PPIF;HSPD1,Drug_Pert_GEO_reverse,GEO drugs that reverse TB downregulation
quercetin DB04216 mouse GSE38136 sample 3437,quercetin DB04216 mouse GSE38136 sample 3437,0.0107367094969593,0.0026665415176416,34.35895696421595,5/472,C3;EGR1;STEAP4;NEAT1;HSPD1,Drug_Pert_GEO_reverse,GEO drugs that reverse TB downregulation
decitabine DB01262 human GSE29077 sample 2539,decitabine DB01262 human GSE29077 sample 2539,0.0258922516240391,0.0025443253040963,34.35231679192336,5/321,NNMT;CTSL;HMOX1;HSPA1B;EREG,Drug_Pert_GEO,GEO drugs that reverse TB upregulation
methylprednisolone 6741 rat GSE490 sample 3673,methylprednisolone 6741 rat GSE490 sample 3673,0.0258922516240391,0.0025443253040963,34.35231679192336,5/321,COL3A1;SPARC;CTSL;LPL;DCN,Drug_Pert_GEO,GEO drugs that reverse TB upregulation
Quercetin dihydrate BOSS,Quercetin dihydrate BOSS,0.0100967413426387,0.0024900868338033,34.1868248963861,5/187,SPARC;TAOK1;HMOX1;HBB;MMP9,Fallback_DSigDB,Combined signature vs DSigDB
Hydrogen BOSS,Hydrogen BOSS,0.0100967413426387,0.0024900868338033,34.1868248963861,5/187,TAOK1;HMOX1;HBB;MMP9;EREG,Fallback_DSigDB,Combined signature vs DSigDB
ZINC BOSS,ZINC BOSS,0.0100967413426387,0.0024900868338033,34.1868248963861,5/187,CD8A;TAOK1;HMOX1;HBB;MMP9,Fallback_DSigDB,Combined signature vs DSigDB
D-Arginine BOSS,D,0.0100967413426387,0.0024900868338033,34.1868248963861,5/187,CD8A;FN1;HMOX1;HBB;EREG,Fallback_DSigDB,Combined signature vs DSigDB
Erythorbic acid BOSS,Erythorbic acid BOSS,0.0100967413426387,0.0024900868338033,34.1868248963861,5/187,TAOK1;HMOX1;HBB;MMP9;EREG,Fallback_DSigDB,Combined signature vs DSigDB
acetic acid BOSS,acetic acid BOSS,0.0100967413426387,0.0024900868338033,34.1868248963861,5/187,TAOK1;HMOX1;HBB;MMP9;HSPD1,Fallback_DSigDB,Combined signature vs DSigDB
